,r1,r2,transCap,transCost,transCapa
582,CN_AB,PJM_AP,1,0.01,
583,CN_AB,PJM_ATSI,1,0.01,
584,CN_AB,PJM_COMD,1,0.01,
585,CN_AB,PJM_Dom,1,0.01,
586,CN_AB,PJM_SMAC,1,0.01,
587,CN_AB,PJM_WMAC,1,0.01,
588,CN_AB,S_C_KY,1,0.01,
589,CN_AB,S_D_AMSO,1,0.01,
590,CN_AB,S_D_N_AR,1,0.01,
591,CN_AB,S_D_REST,1,0.01,
592,CN_AB,S_D_WOTA,1,0.01,
593,CN_AB,SPP_NEBR,1,0.01,
594,CN_AB,SPP_N,1,0.01,
595,CN_AB,SPP_SPS,1,0.01,
596,CN_AB,SPP_WEST,1,0.01,
597,CN_AB,WECC_AZ,1,0.01,
598,CN_AB,WECC_CO,1,0.01,
599,CN_AB,WECC_ID,1,0.01,
600,CN_AB,WECC_IID,1,0.01,
601,CN_AB,WEC_LADW,1,0.01,
602,CN_AB,WECC_NM,1,0.01,
603,CN_AB,WECC_NNV,1,0.01,
604,CN_AB,WECC_PNW,1,0.01,
605,CN_AB,WEC_SDGE,1,0.01,
606,CN_AB,WECC_SF,1,0.01,
607,CN_AB,WECC_SCE,1,0.01,
608,CN_AB,WECC_SNV,1,0.01,
609,CN_AB,WECC_UT,1,0.01,
610,CN_AB,CN_NL,1,0.01,
611,CN_AB,CN_MB,1,0.01,
612,CN_AB,CN_NB,1,0.01,
613,CN_AB,CN_NF,1,0.01,
614,CN_AB,CN_NS,1,0.01,
615,CN_AB,CN_PE,1,0.01,
616,CN_AB,CN_PQ,1,0.01,
617,CN_AB,CN_SK,1,0.01,
618,CN_AB,MIS_IL,1,0.01,
619,CN_AB,MIS_IA,1,0.01,
620,CN_AB,MIS_MIDA,1,0.01,
621,CN_AB,MIS_MAPP,1,0.01,
622,CN_AB,NY_Z_D,1,0.01,
623,CN_AB,PJM_PENE,1,0.01,
624,CN_AB,WECC_MT,1,0.01,
625,CN_AB,WECC_WY,1,0.01,
626,CN_AB,SPP_SE,1,0.01,
627,CN_AB,ERC_FRNT,1,0.01,
628,CN_AB,ERC_GWAY,1,0.01,
629,CN_AB,SPP_KIAM,1,0.01,
630,CN_BC,ERC_WEST,1,0.01,
631,CN_BC,FRCC,1,0.01,
632,CN_BC,NENG_CT,1,0.01,
633,CN_BC,NENGREST,1,0.01,
634,CN_BC,NENG_ME,1,0.01,
635,CN_BC,MAP_WAUE,1,0.01,
636,CN_BC,MIS_INKY,1,0.01,
637,CN_BC,MIS_LMI,1,0.01,
638,CN_BC,MIS_MNWI,1,0.01,
639,CN_BC,MIS_MO,1,0.01,
640,CN_BC,MIS_WUMS,1,0.01,
641,CN_BC,NY_Z_F,1,0.01,
642,CN_BC,NY_Z_GI,1,0.01,
643,CN_BC,NY_Z_J,1,0.01,
644,CN_BC,NY_Z_K,1,0.01,
645,CN_BC,NY_Z_AB,1,0.01,
646,CN_BC,PJM_West,1,0.01,
647,CN_BC,PJM_AP,1,0.01,
648,CN_BC,PJM_ATSI,1,0.01,
649,CN_BC,PJM_COMD,1,0.01,
650,CN_BC,PJM_Dom,1,0.01,
651,CN_BC,PJM_SMAC,1,0.01,
652,CN_BC,PJM_WMAC,1,0.01,
653,CN_BC,S_C_KY,1,0.01,
654,CN_BC,S_D_AMSO,1,0.01,
655,CN_BC,S_D_N_AR,1,0.01,
656,CN_BC,S_D_REST,1,0.01,
657,CN_BC,S_D_WOTA,1,0.01,
658,CN_BC,SPP_NEBR,1,0.01,
659,CN_BC,SPP_N,1,0.01,
660,CN_BC,SPP_SPS,1,0.01,
661,CN_BC,SPP_WEST,1,0.01,
662,CN_BC,WECC_AZ,1,0.01,
663,CN_BC,WECC_CO,1,0.01,
664,CN_BC,WECC_ID,1,0.01,
665,CN_BC,WECC_IID,1,0.01,
666,CN_BC,WEC_LADW,1,0.01,
667,CN_BC,WECC_NM,1,0.01,
668,CN_BC,WECC_NNV,1,0.01,
669,CN_BC,WECC_PNW,1,0.01,
670,CN_BC,WEC_SDGE,1,0.01,
671,CN_BC,WECC_SF,1,0.01,
672,CN_BC,WECC_SCE,1,0.01,
673,CN_BC,WECC_SNV,1,0.01,
674,CN_BC,WECC_UT,1,0.01,
675,CN_BC,CN_NL,1,0.01,
676,CN_BC,CN_MB,1,0.01,
677,CN_BC,CN_NB,1,0.01,
678,CN_BC,CN_NF,1,0.01,
679,CN_BC,CN_NS,1,0.01,
680,CN_BC,CN_PE,1,0.01,
681,CN_BC,CN_PQ,1,0.01,
682,CN_BC,CN_SK,1,0.01,
683,CN_BC,MIS_IL,1,0.01,
684,CN_BC,MIS_IA,1,0.01,
685,CN_BC,MIS_MIDA,1,0.01,
686,CN_BC,MIS_MAPP,1,0.01,
687,CN_BC,NY_Z_D,1,0.01,
688,CN_BC,PJM_PENE,1,0.01,
689,CN_BC,WECC_MT,1,0.01,
690,CN_BC,WECC_WY,1,0.01,
691,CN_BC,SPP_SE,1,0.01,
692,CN_BC,ERC_FRNT,1,0.01,
693,CN_BC,ERC_GWAY,1,0.01,
694,CN_BC,SPP_KIAM,1,0.01,
695,ERC_WEST,FRCC,1,0.01,
696,ERC_WEST,NENG_CT,1,0.01,
697,ERC_WEST,NENGREST,1,0.01,
698,ERC_WEST,NENG_ME,1,0.01,
699,ERC_WEST,MAP_WAUE,1,0.01,
700,ERC_WEST,MIS_INKY,1,0.01,
701,ERC_WEST,MIS_LMI,1,0.01,
702,ERC_WEST,MIS_MNWI,1,0.01,
703,ERC_WEST,MIS_MO,1,0.01,
704,ERC_WEST,MIS_WUMS,1,0.01,
705,ERC_WEST,NY_Z_F,1,0.01,
706,ERC_WEST,NY_Z_GI,1,0.01,
707,ERC_WEST,NY_Z_J,1,0.01,
708,ERC_WEST,NY_Z_K,1,0.01,
709,ERC_WEST,NY_Z_AB,1,0.01,
710,ERC_WEST,PJM_West,1,0.01,
711,ERC_WEST,PJM_AP,1,0.01,
712,ERC_WEST,PJM_ATSI,1,0.01,
713,ERC_WEST,PJM_COMD,1,0.01,
714,ERC_WEST,PJM_Dom,1,0.01,
715,ERC_WEST,PJM_SMAC,1,0.01,
716,ERC_WEST,PJM_WMAC,1,0.01,
717,ERC_WEST,S_C_KY,1,0.01,
718,ERC_WEST,S_D_AMSO,1,0.01,
719,ERC_WEST,S_D_N_AR,1,0.01,
720,ERC_WEST,S_D_REST,1,0.01,
721,ERC_WEST,S_D_WOTA,1,0.01,
722,ERC_WEST,SPP_NEBR,1,0.01,
723,ERC_WEST,SPP_N,1,0.01,
724,ERC_WEST,SPP_SPS,1,0.01,
725,ERC_WEST,SPP_WEST,220,0.01,1.0
726,ERC_WEST,WECC_AZ,1,0.01,
727,ERC_WEST,WECC_CO,1,0.01,
728,ERC_WEST,WECC_ID,1,0.01,
729,ERC_WEST,WECC_IID,1,0.01,
730,ERC_WEST,WEC_LADW,1,0.01,
731,ERC_WEST,WECC_NM,1,0.01,
732,ERC_WEST,WECC_NNV,1,0.01,
733,ERC_WEST,WECC_PNW,1,0.01,
734,ERC_WEST,WEC_SDGE,1,0.01,
735,ERC_WEST,WECC_SF,1,0.01,
736,ERC_WEST,WECC_SCE,1,0.01,
737,ERC_WEST,WECC_SNV,1,0.01,
738,ERC_WEST,WECC_UT,1,0.01,
739,ERC_WEST,CN_NL,1,0.01,
740,ERC_WEST,CN_MB,1,0.01,
741,ERC_WEST,CN_NB,1,0.01,
742,ERC_WEST,CN_NF,1,0.01,
743,ERC_WEST,CN_NS,1,0.01,
744,ERC_WEST,CN_PE,1,0.01,
745,ERC_WEST,CN_PQ,1,0.01,
746,ERC_WEST,CN_SK,1,0.01,
747,ERC_WEST,MIS_IL,1,0.01,
748,ERC_WEST,MIS_IA,1,0.01,
749,ERC_WEST,MIS_MIDA,1,0.01,
750,ERC_WEST,MIS_MAPP,1,0.01,
751,ERC_WEST,NY_Z_D,1,0.01,
752,ERC_WEST,PJM_PENE,1,0.01,
753,ERC_WEST,WECC_MT,1,0.01,
754,ERC_WEST,WECC_WY,1,0.01,
755,ERC_WEST,SPP_SE,1,0.01,
756,ERC_WEST,ERC_FRNT,1,0.01,
757,ERC_WEST,ERC_GWAY,1,0.01,
758,ERC_WEST,SPP_KIAM,1,0.01,
759,FRCC,NENG_CT,1,0.01,
760,FRCC,NENGREST,1,0.01,
761,FRCC,NENG_ME,1,0.01,
762,FRCC,MAP_WAUE,1,0.01,
763,FRCC,MIS_INKY,1,0.01,
764,FRCC,MIS_LMI,1,0.01,
765,FRCC,MIS_MNWI,1,0.01,
766,FRCC,MIS_MO,1,0.01,
767,FRCC,MIS_WUMS,1,0.01,
768,FRCC,NY_Z_F,1,0.01,
769,FRCC,NY_Z_GI,1,0.01,
770,FRCC,NY_Z_J,1,0.01,
771,FRCC,NY_Z_K,1,0.01,
772,FRCC,NY_Z_AB,1,0.01,
773,FRCC,PJM_West,1,0.01,
774,FRCC,PJM_AP,1,0.01,
775,FRCC,PJM_ATSI,1,0.01,
776,FRCC,PJM_COMD,1,0.01,
777,FRCC,PJM_Dom,1,0.01,
778,FRCC,PJM_SMAC,1,0.01,
779,FRCC,PJM_WMAC,1,0.01,
780,FRCC,S_C_KY,1,0.01,
781,FRCC,S_D_AMSO,1,0.01,
782,FRCC,S_D_N_AR,1,0.01,
783,FRCC,S_D_REST,1,0.01,
784,FRCC,S_D_WOTA,1,0.01,
785,FRCC,SPP_NEBR,1,0.01,
786,FRCC,SPP_N,1,0.01,
787,FRCC,SPP_SPS,1,0.01,
788,FRCC,SPP_WEST,1,0.01,
789,FRCC,WECC_AZ,1,0.01,
790,FRCC,WECC_CO,1,0.01,
791,FRCC,WECC_ID,1,0.01,
792,FRCC,WECC_IID,1,0.01,
793,FRCC,WEC_LADW,1,0.01,
794,FRCC,WECC_NM,1,0.01,
795,FRCC,WECC_NNV,1,0.01,
796,FRCC,WECC_PNW,1,0.01,
797,FRCC,WEC_SDGE,1,0.01,
798,FRCC,WECC_SF,1,0.01,
799,FRCC,WECC_SCE,1,0.01,
800,FRCC,WECC_SNV,1,0.01,
801,FRCC,WECC_UT,1,0.01,
802,FRCC,CN_NL,1,0.01,
803,FRCC,CN_MB,1,0.01,
804,FRCC,CN_NB,1,0.01,
805,FRCC,CN_NF,1,0.01,
806,FRCC,CN_NS,1,0.01,
807,FRCC,CN_PE,1,0.01,
808,FRCC,CN_PQ,1,0.01,
809,FRCC,CN_SK,1,0.01,
810,FRCC,MIS_IL,1,0.01,
811,FRCC,MIS_IA,1,0.01,
812,FRCC,MIS_MIDA,1,0.01,
813,FRCC,MIS_MAPP,1,0.01,
814,FRCC,NY_Z_D,1,0.01,
815,FRCC,PJM_PENE,1,0.01,
816,FRCC,WECC_MT,1,0.01,
817,FRCC,WECC_WY,1,0.01,
818,FRCC,SPP_SE,1,0.01,
819,FRCC,ERC_FRNT,1,0.01,
820,FRCC,ERC_GWAY,1,0.01,
821,FRCC,SPP_KIAM,1,0.01,
822,NENG_CT,NENGREST,2600,0.01,
823,NENG_CT,NENG_ME,1,0.01,
824,NENG_CT,MAP_WAUE,1,0.01,
825,NENG_CT,MIS_INKY,1,0.01,
826,NENG_CT,MIS_LMI,1,0.01,
827,NENG_CT,MIS_MNWI,1,0.01,
828,NENG_CT,MIS_MO,1,0.01,
829,NENG_CT,MIS_WUMS,1,0.01,
830,NENG_CT,NY_Z_F,1,0.01,
831,NENG_CT,NY_Z_GI,900,3.0,
832,NENG_CT,NY_Z_J,1,0.01,
833,NENG_CT,NY_Z_K,760,3.0,
834,NENG_CT,NY_Z_AB,1,0.01,
835,NENG_CT,PJM_West,1,0.01,
836,NENG_CT,PJM_AP,1,0.01,
837,NENG_CT,PJM_ATSI,1,0.01,
838,NENG_CT,PJM_COMD,1,0.01,
839,NENG_CT,PJM_Dom,1,0.01,
840,NENG_CT,PJM_SMAC,1,0.01,
841,NENG_CT,PJM_WMAC,1,0.01,
842,NENG_CT,S_C_KY,1,0.01,
843,NENG_CT,S_D_AMSO,1,0.01,
844,NENG_CT,S_D_N_AR,1,0.01,
845,NENG_CT,S_D_REST,1,0.01,
846,NENG_CT,S_D_WOTA,1,0.01,
847,NENG_CT,SPP_NEBR,1,0.01,
848,NENG_CT,SPP_N,1,0.01,
849,NENG_CT,SPP_SPS,1,0.01,
850,NENG_CT,SPP_WEST,1,0.01,
851,NENG_CT,WECC_AZ,1,0.01,
852,NENG_CT,WECC_CO,1,0.01,
853,NENG_CT,WECC_ID,1,0.01,
854,NENG_CT,WECC_IID,1,0.01,
855,NENG_CT,WEC_LADW,1,0.01,
856,NENG_CT,WECC_NM,1,0.01,
857,NENG_CT,WECC_NNV,1,0.01,
858,NENG_CT,WECC_PNW,1,0.01,
859,NENG_CT,WEC_SDGE,1,0.01,
860,NENG_CT,WECC_SF,1,0.01,
861,NENG_CT,WECC_SCE,1,0.01,
862,NENG_CT,WECC_SNV,1,0.01,
863,NENG_CT,WECC_UT,1,0.01,
864,NENG_CT,CN_NL,1,0.01,
865,NENG_CT,CN_MB,1,0.01,
866,NENG_CT,CN_NB,1,0.01,
867,NENG_CT,CN_NF,1,0.01,
868,NENG_CT,CN_NS,1,0.01,
869,NENG_CT,CN_PE,1,0.01,
870,NENG_CT,CN_PQ,1,0.01,
871,NENG_CT,CN_SK,1,0.01,
872,NENG_CT,MIS_IL,1,0.01,
873,NENG_CT,MIS_IA,1,0.01,
874,NENG_CT,MIS_MIDA,1,0.01,
875,NENG_CT,MIS_MAPP,1,0.01,
876,NENG_CT,NY_Z_D,1,0.01,
877,NENG_CT,PJM_PENE,1,0.01,
878,NENG_CT,WECC_MT,1,0.01,
879,NENG_CT,WECC_WY,1,0.01,
880,NENG_CT,SPP_SE,1,0.01,
881,NENG_CT,ERC_FRNT,1,0.01,
882,NENG_CT,ERC_GWAY,1,0.01,
883,NENG_CT,SPP_KIAM,1,0.01,
884,NENGREST,NENG_ME,1600,0.01,
885,NENGREST,MAP_WAUE,1,0.01,
886,NENGREST,MIS_INKY,1,0.01,
887,NENGREST,MIS_LMI,1,0.01,
888,NENGREST,MIS_MNWI,1,0.01,
889,NENGREST,MIS_MO,1,0.01,
890,NENGREST,MIS_WUMS,1,0.01,
891,NENGREST,NY_Z_F,800,3.0,
892,NENGREST,NY_Z_GI,1,0.01,
893,NENGREST,NY_Z_J,1,0.01,
894,NENGREST,NY_Z_K,1,0.01,
895,NENGREST,NY_Z_AB,1,0.01,
896,NENGREST,PJM_West,1,0.01,
897,NENGREST,PJM_AP,1,0.01,
898,NENGREST,PJM_ATSI,1,0.01,
899,NENGREST,PJM_COMD,1,0.01,
900,NENGREST,PJM_Dom,1,0.01,
901,NENGREST,PJM_SMAC,1,0.01,
902,NENGREST,PJM_WMAC,1,0.01,
903,NENGREST,S_C_KY,1,0.01,
904,NENGREST,S_D_AMSO,1,0.01,
905,NENGREST,S_D_N_AR,1,0.01,
906,NENGREST,S_D_REST,1,0.01,
907,NENGREST,S_D_WOTA,1,0.01,
908,NENGREST,SPP_NEBR,1,0.01,
909,NENGREST,SPP_N,1,0.01,
910,NENGREST,SPP_SPS,1,0.01,
911,NENGREST,SPP_WEST,1,0.01,
912,NENGREST,WECC_AZ,1,0.01,
913,NENGREST,WECC_CO,1,0.01,
914,NENGREST,WECC_ID,1,0.01,
915,NENGREST,WECC_IID,1,0.01,
916,NENGREST,WEC_LADW,1,0.01,
917,NENGREST,WECC_NM,1,0.01,
918,NENGREST,WECC_NNV,1,0.01,
919,NENGREST,WECC_PNW,1,0.01,
920,NENGREST,WEC_SDGE,1,0.01,
921,NENGREST,WECC_SF,1,0.01,
922,NENGREST,WECC_SCE,1,0.01,
923,NENGREST,WECC_SNV,1,0.01,
924,NENGREST,WECC_UT,1,0.01,
925,NENGREST,CN_NL,1,0.01,
926,NENGREST,CN_MB,1,0.01,
927,NENGREST,CN_NB,1,0.01,
928,NENGREST,CN_NF,1,0.01,
929,NENGREST,CN_NS,1,0.01,
930,NENGREST,CN_PE,1,0.01,
931,NENGREST,CN_PQ,1650,8.0,
932,NENGREST,CN_SK,1,0.01,
933,NENGREST,MIS_IL,1,0.01,
934,NENGREST,MIS_IA,1,0.01,
935,NENGREST,MIS_MIDA,1,0.01,
936,NENGREST,MIS_MAPP,1,0.01,
937,NENGREST,NY_Z_D,1,3.0,
938,NENGREST,PJM_PENE,1,0.01,
939,NENGREST,WECC_MT,1,0.01,
940,NENGREST,WECC_WY,1,0.01,
941,NENGREST,SPP_SE,1,0.01,
942,NENGREST,ERC_FRNT,1,0.01,
943,NENGREST,ERC_GWAY,1,0.01,
944,NENGREST,SPP_KIAM,1,0.01,
945,NENG_ME,MAP_WAUE,1,0.01,
946,NENG_ME,MIS_INKY,1,0.01,
947,NENG_ME,MIS_LMI,1,0.01,
948,NENG_ME,MIS_MNWI,1,0.01,
949,NENG_ME,MIS_MO,1,0.01,
950,NENG_ME,MIS_WUMS,1,0.01,
951,NENG_ME,NY_Z_F,1,0.01,
952,NENG_ME,NY_Z_GI,1,0.01,
953,NENG_ME,NY_Z_J,1,0.01,
954,NENG_ME,NY_Z_K,1,0.01,
955,NENG_ME,NY_Z_AB,1,0.01,
956,NENG_ME,PJM_West,1,0.01,
957,NENG_ME,PJM_AP,1,0.01,
958,NENG_ME,PJM_ATSI,1,0.01,
959,NENG_ME,PJM_COMD,1,0.01,
960,NENG_ME,PJM_Dom,1,0.01,
961,NENG_ME,PJM_SMAC,1,0.01,
962,NENG_ME,PJM_WMAC,1,0.01,
963,NENG_ME,S_C_KY,1,0.01,
964,NENG_ME,S_D_AMSO,1,0.01,
965,NENG_ME,S_D_N_AR,1,0.01,
966,NENG_ME,S_D_REST,1,0.01,
967,NENG_ME,S_D_WOTA,1,0.01,
968,NENG_ME,SPP_NEBR,1,0.01,
969,NENG_ME,SPP_N,1,0.01,
970,NENG_ME,SPP_SPS,1,0.01,
971,NENG_ME,SPP_WEST,1,0.01,
972,NENG_ME,WECC_AZ,1,0.01,
973,NENG_ME,WECC_CO,1,0.01,
974,NENG_ME,WECC_ID,1,0.01,
975,NENG_ME,WECC_IID,1,0.01,
976,NENG_ME,WEC_LADW,1,0.01,
977,NENG_ME,WECC_NM,1,0.01,
978,NENG_ME,WECC_NNV,1,0.01,
979,NENG_ME,WECC_PNW,1,0.01,
980,NENG_ME,WEC_SDGE,1,0.01,
981,NENG_ME,WECC_SF,1,0.01,
982,NENG_ME,WECC_SCE,1,0.01,
983,NENG_ME,WECC_SNV,1,0.01,
984,NENG_ME,WECC_UT,1,0.01,
985,NENG_ME,CN_NL,1,0.01,
986,NENG_ME,CN_MB,1,0.01,
987,NENG_ME,CN_NB,800,8.0,
988,NENG_ME,CN_NF,1,0.01,
989,NENG_ME,CN_NS,1,0.01,
990,NENG_ME,CN_PE,1,0.01,
991,NENG_ME,CN_PQ,1,0.01,
992,NENG_ME,CN_SK,1,0.01,
993,NENG_ME,MIS_IL,1,0.01,
994,NENG_ME,MIS_IA,1,0.01,
995,NENG_ME,MIS_MIDA,1,0.01,
996,NENG_ME,MIS_MAPP,1,0.01,
997,NENG_ME,NY_Z_D,1,0.01,
998,NENG_ME,PJM_PENE,1,0.01,
999,NENG_ME,WECC_MT,1,0.01,
1000,NENG_ME,WECC_WY,1,0.01,
1001,NENG_ME,SPP_SE,1,0.01,
1002,NENG_ME,ERC_FRNT,1,0.01,
1003,NENG_ME,ERC_GWAY,1,0.01,
1004,NENG_ME,SPP_KIAM,1,0.01,
1005,MAP_WAUE,MIS_INKY,1,0.01,
1006,MAP_WAUE,MIS_LMI,1,0.01,
1007,MAP_WAUE,MIS_MNWI,3000,6.0,
1008,MAP_WAUE,MIS_MO,1,0.01,
1009,MAP_WAUE,MIS_WUMS,1,0.01,
1010,MAP_WAUE,NY_Z_F,1,0.01,
1011,MAP_WAUE,NY_Z_GI,1,0.01,
1012,MAP_WAUE,NY_Z_J,1,0.01,
1013,MAP_WAUE,NY_Z_K,1,0.01,
1014,MAP_WAUE,NY_Z_AB,1,0.01,
1015,MAP_WAUE,PJM_West,1,0.01,
1016,MAP_WAUE,PJM_AP,1,0.01,
1017,MAP_WAUE,PJM_ATSI,1,0.01,
1018,MAP_WAUE,PJM_COMD,1,0.01,
1019,MAP_WAUE,PJM_Dom,1,0.01,
1020,MAP_WAUE,PJM_SMAC,1,0.01,
1021,MAP_WAUE,PJM_WMAC,1,0.01,
1022,MAP_WAUE,S_C_KY,1,0.01,
1023,MAP_WAUE,S_D_AMSO,1,0.01,
1024,MAP_WAUE,S_D_N_AR,1,0.01,
1025,MAP_WAUE,S_D_REST,1,0.01,
1026,MAP_WAUE,S_D_WOTA,1,0.01,
1027,MAP_WAUE,SPP_NEBR,1000,6.0,
1028,MAP_WAUE,SPP_N,1,0.01,
1029,MAP_WAUE,SPP_SPS,1,0.01,
1030,MAP_WAUE,SPP_WEST,1,0.01,
1031,MAP_WAUE,WECC_AZ,1,0.01,
1032,MAP_WAUE,WECC_CO,1,0.01,
1033,MAP_WAUE,WECC_ID,1,0.01,
1034,MAP_WAUE,WECC_IID,1,0.01,
1035,MAP_WAUE,WEC_LADW,1,0.01,
1036,MAP_WAUE,WECC_NM,1,0.01,
1037,MAP_WAUE,WECC_NNV,1,0.01,
1038,MAP_WAUE,WECC_PNW,1,0.01,
1039,MAP_WAUE,WEC_SDGE,1,0.01,
1040,MAP_WAUE,WECC_SF,1,0.01,
1041,MAP_WAUE,WECC_SCE,1,0.01,
1042,MAP_WAUE,WECC_SNV,1,0.01,
1043,MAP_WAUE,WECC_UT,1,0.01,
1044,MAP_WAUE,CN_NL,1,0.01,
1045,MAP_WAUE,CN_MB,1,0.01,
1046,MAP_WAUE,CN_NB,1,0.01,
1047,MAP_WAUE,CN_NF,1,0.01,
1048,MAP_WAUE,CN_NS,1,0.01,
1049,MAP_WAUE,CN_PE,1,0.01,
1050,MAP_WAUE,CN_PQ,1,0.01,
1051,MAP_WAUE,CN_SK,100,8.0,
1052,MAP_WAUE,MIS_IL,1,0.01,
1053,MAP_WAUE,MIS_IA,100,6.0,
1054,MAP_WAUE,MIS_MIDA,1000,6.0,
1055,MAP_WAUE,MIS_MAPP,1500,0.01,
1056,MAP_WAUE,NY_Z_D,1,0.01,
1057,MAP_WAUE,PJM_PENE,1,0.01,
1058,MAP_WAUE,WECC_MT,1,0.01,
1059,MAP_WAUE,WECC_WY,1,0.01,
1060,MAP_WAUE,SPP_SE,1,0.01,
1061,MAP_WAUE,ERC_FRNT,1,0.01,
1062,MAP_WAUE,ERC_GWAY,1,0.01,
1063,MAP_WAUE,SPP_KIAM,1,0.01,
1064,MIS_INKY,MIS_LMI,100,0.01,
1065,MIS_INKY,MIS_MNWI,1,0.01,
1066,MIS_INKY,MIS_MO,1,0.01,
1067,MIS_INKY,MIS_WUMS,1,0.01,
1068,MIS_INKY,NY_Z_F,1,0.01,
1069,MIS_INKY,NY_Z_GI,1,0.01,
1070,MIS_INKY,NY_Z_J,1,0.01,
1071,MIS_INKY,NY_Z_K,1,0.01,
1072,MIS_INKY,NY_Z_AB,1,0.01,
1073,MIS_INKY,PJM_West,6509,3.0,
1074,MIS_INKY,PJM_AP,1,0.01,
1075,MIS_INKY,PJM_ATSI,1,0.01,
1076,MIS_INKY,PJM_COMD,3355,3.0,
1077,MIS_INKY,PJM_Dom,1,0.01,
1078,MIS_INKY,PJM_SMAC,1,0.01,
1079,MIS_INKY,PJM_WMAC,1,0.01,
1080,MIS_INKY,S_C_KY,3787,6.0,
1081,MIS_INKY,S_D_AMSO,1,0.01,
1082,MIS_INKY,S_D_N_AR,1,0.01,
1083,MIS_INKY,S_D_REST,1,0.01,
1084,MIS_INKY,S_D_WOTA,1,0.01,
1085,MIS_INKY,SPP_NEBR,1,0.01,
1086,MIS_INKY,SPP_N,1,0.01,
1087,MIS_INKY,SPP_SPS,1,0.01,
1088,MIS_INKY,SPP_WEST,1,0.01,
1089,MIS_INKY,WECC_AZ,1,0.01,
1090,MIS_INKY,WECC_CO,1,0.01,
1091,MIS_INKY,WECC_ID,1,0.01,
1092,MIS_INKY,WECC_IID,1,0.01,
1093,MIS_INKY,WEC_LADW,1,0.01,
1094,MIS_INKY,WECC_NM,1,0.01,
1095,MIS_INKY,WECC_NNV,1,0.01,
1096,MIS_INKY,WECC_PNW,1,0.01,
1097,MIS_INKY,WEC_SDGE,1,0.01,
1098,MIS_INKY,WECC_SF,1,0.01,
1099,MIS_INKY,WECC_SCE,1,0.01,
1100,MIS_INKY,WECC_SNV,1,0.01,
1101,MIS_INKY,WECC_UT,1,0.01,
1102,MIS_INKY,CN_NL,1,0.01,
1103,MIS_INKY,CN_MB,1,0.01,
1104,MIS_INKY,CN_NB,1,0.01,
1105,MIS_INKY,CN_NF,1,0.01,
1106,MIS_INKY,CN_NS,1,0.01,
1107,MIS_INKY,CN_PE,1,0.01,
1108,MIS_INKY,CN_PQ,1,0.01,
1109,MIS_INKY,CN_SK,1,0.01,
1110,MIS_INKY,MIS_IL,1195,0.01,
1111,MIS_INKY,MIS_IA,1,0.01,
1112,MIS_INKY,MIS_MIDA,1,0.01,
1113,MIS_INKY,MIS_MAPP,1,0.01,
1114,MIS_INKY,NY_Z_D,1,0.01,
1115,MIS_INKY,PJM_PENE,1,0.01,
1116,MIS_INKY,WECC_MT,1,0.01,
1117,MIS_INKY,WECC_WY,1,0.01,
1118,MIS_INKY,SPP_SE,1,0.01,
1119,MIS_INKY,ERC_FRNT,1,0.01,
1120,MIS_INKY,ERC_GWAY,1,0.01,
1121,MIS_INKY,SPP_KIAM,1,0.01,
1122,MIS_LMI,MIS_MNWI,1,0.01,
1123,MIS_LMI,MIS_MO,1,0.01,
1124,MIS_LMI,MIS_WUMS,100,0.01,
1125,MIS_LMI,NY_Z_F,1,0.01,
1126,MIS_LMI,NY_Z_GI,1,0.01,
1127,MIS_LMI,NY_Z_J,1,0.01,
1128,MIS_LMI,NY_Z_K,1,0.01,
1129,MIS_LMI,NY_Z_AB,1,0.01,
1130,MIS_LMI,PJM_West,2800,3.0,
1131,MIS_LMI,PJM_AP,1,0.01,
1132,MIS_LMI,PJM_ATSI,2036,3.0,
1133,MIS_LMI,PJM_COMD,1,0.01,
1134,MIS_LMI,PJM_Dom,1,0.01,
1135,MIS_LMI,PJM_SMAC,1,0.01,
1136,MIS_LMI,PJM_WMAC,1,0.01,
1137,MIS_LMI,S_C_KY,1,0.01,
1138,MIS_LMI,S_D_AMSO,1,0.01,
1139,MIS_LMI,S_D_N_AR,1,0.01,
1140,MIS_LMI,S_D_REST,1,0.01,
1141,MIS_LMI,S_D_WOTA,1,0.01,
1142,MIS_LMI,SPP_NEBR,1,0.01,
1143,MIS_LMI,SPP_N,1,0.01,
1144,MIS_LMI,SPP_SPS,1,0.01,
1145,MIS_LMI,SPP_WEST,1,0.01,
1146,MIS_LMI,WECC_AZ,1,0.01,
1147,MIS_LMI,WECC_CO,1,0.01,
1148,MIS_LMI,WECC_ID,1,0.01,
1149,MIS_LMI,WECC_IID,1,0.01,
1150,MIS_LMI,WEC_LADW,1,0.01,
1151,MIS_LMI,WECC_NM,1,0.01,
1152,MIS_LMI,WECC_NNV,1,0.01,
1153,MIS_LMI,WECC_PNW,1,0.01,
1154,MIS_LMI,WEC_SDGE,1,0.01,
1155,MIS_LMI,WECC_SF,1,0.01,
1156,MIS_LMI,WECC_SCE,1,0.01,
1157,MIS_LMI,WECC_SNV,1,0.01,
1158,MIS_LMI,WECC_UT,1,0.01,
1159,MIS_LMI,CN_NL,1,0.01,
1160,MIS_LMI,CN_MB,1,0.01,
1161,MIS_LMI,CN_NB,1,0.01,
1162,MIS_LMI,CN_NF,1,0.01,
1163,MIS_LMI,CN_NS,1,0.01,
1164,MIS_LMI,CN_PE,1,0.01,
